artist_name,num_songs,tempo,loudness,energy
Brad,1,61.935,-13.547,0.229
Brad Kane,1,123.661,-16.439,0.323
Brad Mehldau,1,102.334,-19.879,0.0982
Brad Paisley,11,125.85927272727272,-8.179272727272727,0.5698181818181818
Bradley Cooper,1,150.242,-2.133,0.937
Braid,3,125.63066666666667,-6.143,0.926
Brain Drill,3,126.19766666666668,-1.617,0.964
Bran Van 3000,3,141.30633333333333,-8.488333333333333,0.6026666666666667
Brand New,35,126.14760000000001,-6.723228571428571,0.6512285714285714
Brand New Sin,1,75.831,-3.64,0.946
Brand X,1,150.736,-15.933,0.626
Brandi Carlile,4,128.00525,-8.44625,0.52025
Brandon Flowers,5,114.9248,-8.1154,0.6648000000000001
Brandt Brauer Frick,1,119.996,-12.05,0.753
Brandy,4,84.1545,-4.84525,0.60875
Brant Bjork,2,145.6445,-11.98,0.6285
Brantley Gilbert,2,159.9975,-6.1815,0.7845
Brazilian Girls,8,131.32625,-7.9971250000000005,0.761625
Bread,4,129.85575,-11.79675,0.474
Breakage,2,143.7005,-8.6945,0.7965
Breakbeat Era,3,168.282,-5.928333333333334,0.7919999999999999
Breakbot,1,118.075,-3.701,0.794
Breakdown of Sanity,2,144.73,-2.4935,0.9565
Breaking Benjamin,27,140.2004814814815,-4.673222222222222,0.8617777777777778
Breakout,1,145.76,-12.753,0.362
Breathe,1,128.768,-15.018,0.384
Breathe Carolina,15,131.1758,-5.7508,0.8076000000000001
Brenda Holloway,1,142.177,-15.003,0.381
Brenda Lee,4,104.89025000000001,-9.82675,0.39075000000000004
Brendan Benson,1,166.599,-4.967,0.881
Brendan Perry,8,106.784375,-13.151625,0.30125
Brett Dennen,9,97.302,-9.222666666666667,0.4633333333333333
Brewer & Shipley,1,151.156,-14.103,0.585
Brian Crain,2,128.483,-18.42,0.1835
Brian Eno,10,123.3957,-19.798099999999998,0.332297
Brian Eno & David Byrne,7,120.6422857142857,-11.264714285714286,0.6152857142857143
Brian Hyland,1,90.098,-10.096,0.373
Brian McKnight,1,129.83,-8.896,0.437
Brian Wilson,9,125.77833333333332,-9.487,0.3615555555555556
Brick,1,108.951,-6.791,0.895
Brick & Lace,1,99.948,-3.337,0.906
Bright Eyes,28,113.59671428571428,-9.55842857142857,0.5553214285714285
Brigitte Bardot,5,143.3974,-10.586400000000001,0.5316
Brigitte Fontaine,1,83.07,-12.3,0.322
Bring Me the Horizon,14,113.58407142857142,-5.357571428571428,0.9134285714285715
British Sea Power,9,145.0288888888889,-4.731222222222223,0.8111111111111111
Britney Spears,41,120.23168292682927,-5.4946829268292685,0.7283170731707317
Britta Persson,1,140.728,-6.372,0.492
Broadcast,32,111.043375,-10.9841875,0.52684375
Broadway,1,74.998,-8.439,0.376
Broder Daniel,1,135.294,-4.237,0.841
Brodka,6,131.75516666666667,-7.466166666666666,0.5226666666666667
Broken Bells,4,112.6935,-6.4727500000000004,0.60225
Broken Note,1,110.021,-6.116,0.973
Broken Social Scene,49,118.13428571428571,-12.405510204081633,0.5428624489795918
Brokencyde,5,93.77619999999999,-4.550199999999999,0.8413999999999999
Bronski Beat,1,132.251,-11.889,0.524
Brook Benton,1,75.298,-12.219,0.448
Brooke Fraser,1,121.958,-8.84,0.581
Brooke Hogan,1,107.023,-7.659,0.568
Brookes Brothers,3,145.00066666666666,-4.595666666666666,0.9083333333333333
Brooks & Dunn,9,137.0421111111111,-5.818666666666667,0.7607777777777778
Brother Ali,1,87.793,-5.576,0.535
Brother Bones & His Shadows,1,81.178,-12.665,0.309
Brother Firetribe,1,120.021,-6.021,0.978
Brotherhood of Man,1,185.041,-5.413,0.781
Brothers Johnson,3,105.10200000000002,-11.622333333333332,0.6739999999999999
Brothomstates,2,120.52799999999999,-16.0035,0.621
Brownstone,1,95.121,-8.477,0.638
Bruce Adler,1,128.946,-15.568,0.197
Bruce Dickinson,5,121.56199999999998,-6.0122,0.8864000000000001
Bruce Springsteen,47,123.13378723404254,-12.988468085106382,0.5368453191489362
Brujeria,4,112.46775,-8.350999999999999,0.902
Bruno Coulais,2,83.289,-20.8065,0.1082
Bruno Mars,12,128.58825,-5.531583333333334,0.6656666666666667
Brutal Truth,5,112.5782,-5.5236,0.9528000000000001
Bryan Adams,9,122.26055555555556,-6.508111111111111,0.7422222222222222
Bryan Ferry,2,119.1115,-7.9815000000000005,0.7284999999999999
Buck-O-Nine,2,148.8905,-6.756,0.8805000000000001
Buckcherry,2,97.5915,-5.611000000000001,0.772
Buckethead,13,114.06884615384615,-13.941384615384615,0.36197307692307695
Bucky Covington,1,128.975,-3.828,0.708
Bud Powell,1,140.006,-12.95,0.51
Buddy Guy,8,116.335375,-8.1925,0.573875
Buddy Holly,13,117.2916923076923,-11.529153846153845,0.38302307692307697
Buddy Knox,1,179.637,-11.123,0.612
Buddy Rich,1,158.534,-7.954,0.836
Buena Vista Social Club,11,118.07763636363637,-12.070545454545455,0.526090909090909
Buffalo Springfield,8,130.564625,-13.455125,0.46125
Built to Spill,8,111.31425,-7.212375,0.6505
Buju Banton,6,126.39050000000002,-7.206166666666667,0.6415000000000001
Bullet for My Valentine,36,128.8841111111111,-3.7748611111111114,0.9442222222222222
Bullion,1,76.328,-15.836,0.464
Bungle,1,174.013,-6.521,0.904
Bunny Wailer,7,133.501,-14.267714285714286,0.37685714285714284
Buraka Som Sistema,3,137.65533333333335,-6.966333333333334,0.7986666666666666
Burden of a Day,1,159.498,-6.028,0.897
Burial,23,125.14478260869565,-11.940260869565217,0.5722130434782609
Buried Inside,1,118.541,-4.243,0.957
Burl Ives,1,140.898,-17.502,0.28
Burning Spear,15,123.34086666666667,-12.639466666666666,0.4302
Burning Witch,1,85.863,-6.551,0.49
Burt Bacharach,1,128.042,-21.532,0.169
Bury Tomorrow,1,99.89,-3.078,0.988
Burzum,23,118.03960869565218,-13.363913043478261,0.42402521739130433
Busdriver,1,107.967,-13.659,0.501
Bush,8,134.461625,-7.413375,0.620375
Busta Rhymes,4,110.70925,-6.818250000000001,0.73825
Busted,3,144.37733333333333,-5.112,0.8983333333333333
Busy P,1,100.071,-8.868,0.625
Busy Signal,1,127.828,-1.362,0.917
Butterfly Boucher,1,140.831,-7.433,0.392
Butthole Surfers,12,128.95766666666665,-8.71675,0.7031666666666667
Buzzcocks,10,137.4958,-7.3452,0.8741999999999999
Byetone,1,120.01,-10.731,0.488
Béla Fleck and the Flecktones,1,148.249,-11.898,0.612
Bénabar,5,127.54960000000001,-11.6934,0.4556
Böhse Onkelz,2,146.7515,-4.067,0.961
C+C Music Factory,1,113.876,-6.992,0.858
C-Bool,1,121.945,-5.392,0.856
C.W. McCall,1,111.262,-7.516,0.805
C2C,3,102.39566666666667,-6.711666666666666,0.6603333333333333
C418,6,99.178,-27.737666666666666,0.04511333333333333
CFCF,1,97.83,-10.949,0.502
CHON,2,169.97,-6.417,0.857
CHVRCHES,11,123.04563636363636,-5.456909090909091,0.7262727272727273
CKY,8,117.371625,-5.262875,0.912375
CPM 22,2,135.585,-2.8215000000000003,0.965
CUBISMO GRAFICO,1,124.982,-7.054,0.923
Ca$his,1,78.132,-4.028,0.683
Cab Calloway,1,110.707,-8.948,0.28
Cabaret Voltaire,6,117.98633333333333,-12.265833333333333,0.5921666666666666
Cabas,1,97.019,-3.079,0.894
Cadacross,6,138.65416666666667,-4.7515,0.9465
Caesars,5,138.0814,-3.9097999999999997,0.944
Caetano Veloso,1,128.322,-11.118,0.43
Café Tacvba,3,157.64466666666667,-5.594666666666666,0.9253333333333335
Cage the Elephant,15,145.57933333333332,-3.7922000000000002,0.8707999999999999
Caifanes,3,138.92066666666668,-4.953,0.8263333333333334
Cajun Dance Party,1,160.871,-1.777,0.947
Cake,46,115.97528260869566,-8.826978260869565,0.6196086956521739
Calexico,15,117.98819999999999,-11.672466666666667,0.49263999999999997
Caliban,14,141.93592857142858,-4.515785714285714,0.8994285714285714
Callaghan,1,152.968,-5.381,0.921
Calle 13,1,109.981,-10.498,0.74
Callisto,3,105.73833333333333,-6.178333333333334,0.753
Calogero,2,153.9395,-6.6685,0.6335
Calvin Harris,23,123.12313043478261,-5.572782608695652,0.756391304347826
Calyx & TeeBee,2,171.982,-4.4399999999999995,0.9059999999999999
Cam,1,140.904,-8.772,0.248
Cam'ron,3,89.36733333333332,-7.3693333333333335,0.6733333333333333
Camel,8,121.49925,-11.91575,0.514
Cameo,1,115.916,-7.922,0.889
Camera Obscura,18,118.00122222222222,-8.417222222222222,0.5812777777777778
Camila,1,150.405,-7.214,0.465
Camila Cabello,3,102.87133333333334,-6.635666666666666,0.534
Camille,18,119.4926111111111,-12.107833333333334,0.34475
Camille Saint-Saëns,2,103.1595,-26.1435,0.0565
Camo & Krooked,14,157.73192857142857,-4.380928571428571,0.8222142857142857
Camouflage,2,127.4685,-10.7095,0.6615
Camper Van Beethoven,2,138.9875,-12.024999999999999,0.8145
Camélia Jordana,2,123.02250000000001,-8.1835,0.5005
Can,8,140.7725,-10.648375,0.63075
Cancer Bats,2,160.29000000000002,-4.522,0.9465
Candi Staton,1,120.013,-13.408,0.633
Candlebox,3,139.27233333333334,-6.3293333333333335,0.8746666666666667
Candlemass,23,112.47173913043478,-5.620304347826087,0.7716521739130435
Candy Dulfer,1,105.637,-6.112,0.756
Canned Heat,4,127.872,-12.52525,0.663
Cannibal Corpse,59,123.39701694915254,-6.725491525423728,0.980457627118644
Cannibal Ox,2,77.3325,-4.598,0.9355
Cannonball Adderley,4,99.856,-13.22675,0.354
Cansei de Ser Sexy,15,134.67173333333332,-5.217066666666667,0.8271999999999999
Cant,1,177.993,-6.038,0.875
Canteca De Macao,1,112.058,-5.3,0.862
Cantoma,3,92.175,-15.400666666666666,0.4794666666666667
Cap'n Jazz,11,111.7159090909091,-8.109,0.7401818181818182
Caparezza,1,159.966,-3.437,0.878
Capdown,2,95.2615,-7.3975,0.9724999999999999
Capercaillie,2,97.517,-11.583,0.4405
Capital Cities,3,120.31133333333332,-6.238666666666667,0.6973333333333334
Capleton,3,93.931,-7.213,0.8250000000000001
Captain & Tennille,2,109.9095,-8.208,0.5960000000000001
Captain Beefheart & His Magic Band,22,117.68513636363636,-12.174272727272728,0.6516818181818181
Captain Hollywood Project,1,127.957,-4.226,0.855
Car Bomb,2,113.694,-5.8125,0.856
Carach Angren,3,163.31,-9.18,0.871
Caravan,2,128.224,-11.132,0.6234999999999999
Caravan Palace,8,118.447125,-5.34075,0.843875
Carbon Based Lifeforms,5,140.6402,-13.2366,0.49379999999999996
Carbon Leaf,1,156.215,-9.227,0.603
Carcass,9,101.37666666666667,-6.952444444444445,0.964
Cardi B,3,138.74933333333334,-7.0263333333333335,0.642
Caribou,35,131.86171428571427,-10.943085714285713,0.6121714285714285
Carl B.,1,130.011,-7.569,0.716
Carl Craig,2,131.02100000000002,-14.6545,0.5045
Carl Douglas,1,102.253,-9.838,0.685
Carl Orff,2,112.70400000000001,-19.2795,0.2045
Carl Perkins,4,134.4595,-8.3215,0.78425
Carla Bruni,2,149.8735,-10.818,0.351
Carla Thomas,1,114.453,-9.653,0.341
Carlos Gardel,1,171.804,-8.812,0.273
Carlos Varela,1,119.907,-14.984,0.0761
Carlos Vives,1,93.028,-8.987,0.85
Carly Rae Jepsen,2,102.0245,-5.489,0.6765
Carly Simon,4,120.11875,-10.53575,0.528
Carmen Maria Vega,1,167.981,-11.775,0.213
Carmen McRae,2,121.589,-12.5745,0.3335
Carnifex,24,117.22566666666667,-3.3173333333333335,0.9844583333333333
Caro Emerald,3,145.97566666666668,-7.010333333333333,0.7360000000000001
Carola,1,169.956,-16.317,0.103
Carole King,10,118.8555,-12.1682,0.38310000000000005
Carolina Liar,1,105.12,-4.451,0.775
Caroline Polachek,1,123.997,-8.309,0.438
Carpathian,1,181.343,-5.117,0.954
Carpathian Forest,20,114.13435,-8.196000000000002,0.7932
Carpenter Brut,1,129.0,-3.706,0.857
Carpenters,7,122.32228571428571,-11.574,0.3982857142857143
Carrie Underwood,14,123.63614285714286,-4.175928571428572,0.7270714285714286
Carte Blanche,1,127.945,-5.148,0.814
Cartel,4,135.4755,-3.52775,0.8732500000000001
Carter Burwell,1,172.318,-25.25,0.0392
Cartola,1,112.024,-10.815,0.495
Cartoons,1,136.044,-6.438,0.941
Cary Brothers,3,101.08466666666668,-11.710333333333333,0.31333333333333335
Casa Del Mirto,1,126.056,-4.572,0.869
Cascada,11,141.444,-5.7526363636363635,0.9492727272727273
Case,1,120.062,-7.122,0.616
Cash Cash,3,150.02033333333335,-2.5406666666666666,0.9016666666666667
Cashmere Cat,1,149.987,-6.173,0.742
Casiotone for the Painfully Alone,4,142.11700000000002,-8.6425,0.59475
Caspa,3,163.18633333333332,-9.591333333333333,0.8843333333333333
Casper,3,155.32566666666665,-7.413333333333334,0.8326666666666666
Caspian,15,111.64786666666667,-11.0586,0.5442400000000001
Cass McCombs,1,125.033,-13.353,0.149
Cassandra Wilson,1,86.569,-19.836,0.089
Cassidy,1,88.779,-4.211,0.919
Cassie,2,99.99799999999999,-7.5085,0.42800000000000005
Cassius,7,123.85214285714287,-10.623285714285714,0.6518571428571428
Cast,1,80.104,-6.215,0.596
Cat Power,66,113.81736363636364,-12.934530303030302,0.28031060606060604
Cat's Eyes,2,140.503,-11.29,0.668
Catamenia,6,116.68616666666667,-5.564333333333334,0.8843333333333333
Catatonia,3,110.42466666666667,-7.681,0.6246666666666666
Catch 22,5,135.1818,-6.0358,0.7944
Catfish and The Bottlemen,1,137.93,-4.757,0.892
Cathedral,5,137.5894,-7.1912,0.8478
Catherine Feeny,1,83.103,-10.197,0.379
Cattle Decapitation,22,123.11631818181819,-6.502818181818182,0.8919545454545456
Cavalera Conspiracy,6,112.16949999999999,-5.203666666666667,0.9238333333333334
Cave In,1,150.464,-4.289,0.938
Cazuza,2,106.646,-8.7205,0.7145
Celia Cruz,1,80.047,-10.985,0.695
Cell,1,99.995,-23.161,0.186
Celldweller,9,111.09777777777778,-6.576444444444444,0.7971111111111111
Celldweller feat. Styles of Beyond,1,115.96,-7.53,0.907
Celtic Frost,19,117.79147368421053,-6.59178947368421,0.7810526315789473
Celtic Spirit,8,106.37299999999999,-10.71375,0.387625
Celtic Woman,13,107.81653846153846,-12.469692307692307,0.28571538461538465
Ceo,1,120.033,-8.582,0.66
Cephalic Carnage,32,119.96875,-6.052781250000001,0.84442559375
Cepia,2,87.5325,-7.826,0.888
"Cerf, Mitiska & Jaren",1,126.006,-4.996,0.856
Cerrone,1,127.45,-6.767,0.856
Cesária Évora,9,119.49111111111112,-9.258222222222223,0.5241111111111112
Chad VanGaalen,6,131.08333333333334,-9.072166666666666,0.5568333333333334
Chai,1,119.06,-3.136,0.945
Chairlift,11,130.27727272727273,-8.554727272727273,0.5713636363636364
Chairmen Of The Board,1,63.133,-6.955,0.587
Chaka Demus & Pliers,3,120.19800000000002,-8.865333333333334,0.7323333333333334
Chaka Khan,4,119.50175,-6.99175,0.84075
Chambao,3,113.06966666666666,-7.607666666666667,0.6463333333333333
Chamillionaire,2,141.499,-4.5215,0.7935000000000001
Champaign,1,72.405,-11.264,0.503
Champion,2,120.0455,-10.371500000000001,0.643
Chance the Rapper,1,72.348,-7.641,0.343
Chantal Kreviazuk,2,112.20400000000001,-7.195,0.382
Chapeau Claque,1,119.989,-7.22,0.718
Chapterhouse,1,175.692,-8.084,0.668
Charles Aznavour,4,107.53425,-12.004999999999999,0.371425
Charles Bradley,1,109.422,-8.124,0.736
Charles Brown,1,178.723,-7.907,0.41
Charles Manson,2,126.39,-13.7405,0.332
Charles Mingus,8,117.09425,-15.694875,0.3068375
Charles Trenet,1,114.811,-16.581,0.203
Charley Patton,1,108.338,-6.801,0.347
Charli XCX,10,121.45430000000002,-4.8619,0.7937000000000001
Charlie Brown JR.,3,119.351,-4.148333333333333,0.919
Charlie Daniels Band,2,140.15449999999998,-9.885000000000002,0.6234999999999999
Charlie Feathers,1,95.432,-9.049,0.584
Charlie Parker,7,132.27285714285716,-13.381428571428572,0.2965714285714286
Charlie Winston,2,99.213,-9.683,0.5535
Charlotte Church,3,112.55166666666666,-8.098333333333334,0.5609999999999999
Charlotte Gainsbourg,23,115.55730434782609,-9.958347826086957,0.5249565217391304
Charly García,1,105.4,-10.43,0.631
Charon,4,118.24849999999999,-4.4635,0.859
Chase & Status,12,144.95175,-4.91425,0.8562500000000001
Chastity Belt,1,124.795,-7.47,0.681
Chateau Marmont,2,160.48450000000003,-6.4885,0.7084999999999999
Chavela Vargas,1,131.028,-18.129,0.0655
Che Sudaka,2,103.195,-9.2205,0.6245
Cheap Trick,4,141.3665,-7.42225,0.876
Cheese People,1,170.017,-10.248,0.706
Chef,1,83.03,-9.519,0.565
Chef'Special,1,92.946,-12.139,0.415
Chelsea Grin,12,119.87658333333333,-3.9493333333333336,0.9642499999999999
Chelsea Wolfe,17,111.34129411764705,-11.706588235294118,0.457
Cher,6,137.10416666666666,-5.393000000000001,0.7671666666666667
Cher Lloyd,2,126.4265,-3.074,0.865
Cherish,2,95.4805,-5.364,0.6445000000000001
Cherry Ghost,1,134.163,-5.857,0.657
Cherry Poppin' Daddies,1,107.23,-8.362,0.889
Cheryl,1,128.011,-4.114,0.931
Cheryl Lynn,1,113.587,-4.539,0.796
Chesney Hawkes,1,119.956,-11.063,0.697
Chet Baker,14,93.1405,-15.9595,0.1437357142857143
Chet Faker,5,131.86579999999998,-8.2586,0.6016
Chevelle,25,125.87296,-4.88068,0.8348399999999999
Chew Lips,4,137.98000000000002,-8.63125,0.58925
Chezidek,1,72.569,-7.239,0.509
Chiasm,1,125.008,-6.124,0.93
Chic,3,120.79966666666667,-8.102666666666666,0.8566666666666666
Chicago,7,129.38228571428573,-9.526428571428571,0.6348571428571429
Chicane,14,122.97664285714286,-11.082285714285714,0.6822142857142858
Chicane feat. Tom Jones,1,130.056,-6.149,0.878
Chick Corea,2,133.6415,-14.7625,0.423
Chicken Shack,1,157.275,-15.018,0.342
Chickenfoot,1,127.531,-7.048,0.967
Chicks On Speed,2,112.3025,-7.8995,0.5885
Chico Buarque,5,93.4948,-14.918600000000001,0.30838
Chico Science & Nação Zumbi,1,95.743,-8.924,0.729
Chiddy Bang,1,117.743,-4.952,0.895
Childish Gambino,9,117.54655555555557,-8.544,0.5621111111111111
Children of Bodom,41,116.68173170731707,-3.392390243902439,0.9618048780487805
Chimaira,19,134.02505263157894,-4.5758947368421055,0.945421052631579
China Crisis,1,116.401,-6.26,0.754
Chinawoman,1,92.003,-8.834,0.401
Chinese Man,3,106.02933333333334,-7.7026666666666666,0.6656666666666667
Chingon,1,87.651,-5.532,0.854
Chingy,2,156.25,-4.559,0.803
Chinmaya Dunster,1,81.091,-13.339,0.233
Chino & Nacho,1,120.014,-4.897,0.917
Chiodos,3,135.635,-6.6433333333333335,0.7013333333333334
Chlöe Howl,2,144.01749999999998,-5.355,0.704
Choir of Young Believers,2,152.377,-7.869,0.6085
Choking Victim,12,108.66691666666667,-3.3815000000000004,0.9685833333333332
Cholera,2,116.56299999999999,-8.3035,0.7615000000000001
Chris Botti,1,103.462,-16.028,0.189
Chris Brown,17,118.04511764705883,-5.753588235294118,0.6507647058823529
Chris Cagle,9,136.80833333333334,-5.986222222222222,0.7658888888888888
Chris Clark,1,90.799,-6.843,0.862
Chris Cornell,21,123.86528571428573,-5.196476190476191,0.7043809523809523
Chris Isaak,2,130.6385,-13.4225,0.5095000000000001
Chris Joss,1,148.032,-11.83,0.54
Chris Lake,1,125.997,-6.482,0.755
Chris Norman,1,136.19,-12.611,0.428
Chris Rea,4,123.62225,-10.37875,0.573
Chris Spheeris,2,136.67249999999999,-14.144499999999999,0.30000000000000004
Chris Stapleton,1,50.724,-10.916,0.368
Chris Thomas King,1,148.751,-8.819,0.314
Chris Tomlin,1,156.054,-5.653,0.573
Chris Vrenna,5,99.112,-12.3878,0.42560000000000003
Chris Young,2,124.392,-4.795,0.5875
Chris de Burgh,2,126.689,-8.9935,0.4395
Chris.SU & Raw.full,1,174.056,-2.429,0.969
Chrisette Michele,2,116.8895,-6.562,0.5715
Christian Bruhn,1,125.306,-13.068,0.664
Christian Death,3,128.681,-8.459333333333333,0.7203333333333334
Christie,1,126.663,-13.688,0.543
Christina Aguilera,34,124.60608823529412,-5.2068529411764715,0.7060882352941177
Christina Milian,4,127.50625,-6.2725,0.7482500000000001
Christina Perri,4,110.36425,-8.74,0.4395
Christina Stürmer,4,159.157,-5.9755,0.7315
Christophe Beck,1,73.964,-16.387,0.29
Christophe Maé,1,100.033,-5.793,0.698
Christopher Cross,3,140.596,-9.443333333333333,0.5456666666666666
Christopher Lawrence,1,135.854,-6.565,0.975
Christopher O'Riley,1,69.302,-30.576,0.00482
Chromatics,14,114.51285714285714,-11.043571428571429,0.4977142857142857
Chrome Sparks,1,86.967,-9.838,0.658
Chromeo,15,127.62313333333333,-6.083866666666666,0.7508
Chronixx,1,83.473,-6.547,0.725
Chubby Checker,2,86.313,-6.321,0.7725
Chuck Berry,18,128.28227777777778,-8.333555555555556,0.7247777777777777
Chuck Mangione,1,104.844,-5.703,0.708
Chuck Ragan,2,110.8135,-7.1114999999999995,0.5985
Chuck Wicks,1,139.031,-8.729,0.396
Chumbawamba,1,207.617,-7.69,0.943
Ciara,6,109.81533333333334,-7.494666666666667,0.5323333333333333
Cibo Matto,3,103.77499999999999,-11.821,0.5193333333333333
Ciccone Youth,8,130.98075,-18.62725,0.6601309125
Cinderella,9,129.0891111111111,-6.246444444444444,0.8215555555555556
Cinema Bizarre,5,108.19160000000002,-5.7624,0.7596
Cinematic Sunrise,1,144.573,-7.026,0.324
Cinnamon Chasers,1,160.002,-9.621,0.628
Circa Survive,4,115.2485,-5.25525,0.86625
Circle Jerks,1,164.088,-9.664,0.934
Circle Takes the Square,5,127.06479999999999,-4.4848,0.884
Circus Maximus,4,128.18375,-3.9682500000000003,0.9532499999999999
Cirez D,1,126.523,-7.623,0.841
Cirque Du Soleil,1,83.916,-9.055,0.628
Cirrus,1,105.044,-3.746,0.998
Citizen Cope,8,93.7325,-4.761625,0.68075
Citizen Fish,1,140.07,-5.448,0.618
City High,1,95.868,-6.924,0.795
City and Colour,19,125.79494736842106,-9.165736842105263,0.42226315789473684
Civil Twilight,1,150.039,-5.955,0.7
Claire Laffut,1,96.976,-7.827,0.528
Clairo,1,104.996,-7.694,0.546
Clan of Xymox,21,118.98490476190476,-11.454714285714285,0.6804285714285714
Clannad,24,121.43358333333333,-16.28858333333333,0.3389875
Clap Your Hands Say Yeah,5,147.4934,-6.481,0.8897999999999999
Clare Maguire,1,111.73,-5.678,0.882
"Clarence ""Frogman"" Henry",1,84.513,-8.127,0.509
Clarence Carter,2,130.9025,-12.227,0.588
Clark,3,97.95666666666666,-6.089333333333333,0.7856666666666667
Class Actress,1,150.474,-7.808,0.625
Claude Debussy,5,77.52459999999999,-24.5914,0.038988
Claude VonStroke,1,124.998,-8.942,0.85
Claude-Michel Schönberg,1,84.228,-12.042,0.275
Clawfinger,6,151.16933333333336,-4.496166666666666,0.9526666666666667
Clay Walker,1,123.053,-9.095,0.691
Clear View,1,139.849,-10.474,0.788
Cleopatra,1,125.97,-11.643,0.406
Cliff Martinez,1,95.446,-22.99,0.165
Cliff Richard,2,119.53,-9.603,0.548
Clifford Brown,1,126.57,-10.998,0.145
Clinic,6,126.80733333333332,-8.752166666666666,0.5958333333333333
Clint Black,4,119.185,-9.8405,0.66275
Clint Mansell,15,101.82853333333333,-17.136266666666664,0.23962
Clipse,2,157.0345,-3.14,0.8485
Close Your Eyes,3,112.99633333333333,-4.58,0.934
Closure in Moscow,2,174.02100000000002,-3.8545,0.9635
Cloud Cult,1,140.027,-7.159,0.773
Cloud Nothings,1,170.024,-6.107,0.942
Cloudkicker,1,149.751,-5.348,0.936
Club 8,1,174.089,-8.141,0.484
Club Nouveau,1,182.448,-8.42,0.629
Clubroot,5,137.8122,-9.5166,0.5848
Cluster,1,117.372,-20.074,0.156
Clutch,5,128.8636,-6.1804,0.8682000000000001
Coal Chamber,13,125.636,-5.815846153846153,0.8223846153846153
Coalesce,2,121.638,-8.155,0.8915
Cobblestone Jazz,1,130.36,-11.713,0.71
Cobra Starship,9,135.8011111111111,-6.085555555555556,0.8137777777777777
Cock Robin,2,119.899,-10.0855,0.6125
CocoRosie,17,108.46588235294118,-9.368058823529411,0.41858823529411765
Coconut Records,5,118.60259999999998,-9.4476,0.4192
Cocoon,9,114.25988888888888,-10.48011111111111,0.4288888888888889
Cocteau Twins,48,126.26129166666668,-9.051791666666666,0.6419791666666667
Code 64,3,152.73033333333333,-3.4499999999999997,0.96
Coheed and Cambria,27,146.18818518518518,-4.876814814814815,0.8856296296296295
Coil,3,131.267,-12.203333333333333,0.36366666666666664
Colbie Caillat,16,130.3614375,-6.924,0.6197125
Cold,3,146.33366666666666,-4.94,0.9316666666666666
Cold Cave,3,121.67066666666666,-7.696000000000001,0.8616666666666667
Cold War Kids,7,108.7572857142857,-6.017571428571428,0.6724285714285714
ColdWorld,7,126.285,-9.376285714285714,0.41657142857142854
Coldcut,3,119.269,-8.68,0.7003333333333334
Coldplay,65,125.56484615384616,-8.676092307692308,0.5595615384615384
Colin Hay,1,102.457,-11.649,0.289
Collapse Under the Empire,1,125.008,-6.446,0.895
Collective Soul,5,102.542,-6.4628,0.6966
Colleen,15,125.33486666666666,-13.764866666666668,0.36333333333333334
Collide,2,119.22550000000001,-4.34,0.9165
Collie Buddz,5,117.40419999999999,-5.904,0.737
Collin Raye,1,114.412,-7.89,0.466
Collingsworth Family,1,120.434,-9.221,0.546
Colonel Claypool's Bucket of Bernie Brains,4,123.90775,-3.89725,0.969
Colony 5,7,137.1577142857143,-6.872714285714285,0.9138571428571429
Com Truise,3,118.01233333333333,-9.527,0.5233333333333333
Coma,1,111.148,-4.492,0.962
Combichrist,33,131.02554545454544,-6.434515151515152,0.8544848484848485
Comeback Kid,24,113.34954166666667,-4.101291666666667,0.9685833333333332
Commix,6,163.74333333333334,-5.671166666666667,0.8103333333333333
Commodores,6,114.14799999999998,-11.204166666666666,0.5516666666666666
Common,9,100.29922222222223,-8.430888888888889,0.7294444444444443
Common Rider,6,151.0755,-6.169833333333333,0.7798333333333334
Compay Segundo,5,109.8262,-5.662,0.7402
Compton's Most Wanted,1,155.87,-11.136,0.484
Con Funk Shun,1,115.386,-7.589,0.911
Concord Dawn,7,154.01600000000002,-5.838857142857143,0.9095714285714286
Concrete Blonde,2,110.265,-10.697,0.728
Confide,3,151.339,-4.307666666666666,0.9873333333333333
Congorock,1,129.991,-8.613,0.697
Conjure One,12,109.1965,-8.052999999999999,0.6716666666666667
Connie Francis,5,115.52000000000001,-7.8584000000000005,0.5856
Conor Maynard,1,93.997,-3.96,0.784
Conor Oberst,8,117.23325,-7.359125,0.716375
Conrad Sewell,1,114.994,-4.739,0.796
Consequence,1,72.998,-5.154,0.622
Consumed,1,101.608,-9.011,0.902
Containe,1,131.251,-13.293,0.586
Contemporary Noise Quintet,2,96.8895,-8.1295,0.6995
Control Denied,4,114.76875,-7.4885,0.94775
Converge,40,119.375225,-4.570625000000001,0.88655
Conway Twitty,2,83.34899999999999,-11.396,0.33599999999999997
Coolio,1,79.959,-9.929,0.527
Copeland,12,132.78991666666667,-7.731083333333333,0.6586666666666666
Cor Scorpii,1,84.937,-4.442,0.877
Coralie Clément,2,148.837,-7.002,0.794
Corey Hart,2,150.4565,-15.447000000000001,0.31689999999999996
Corinne Bailey Rae,14,111.69264285714287,-9.931142857142857,0.45128571428571423
Cornelius,13,122.96592307692308,-9.789384615384616,0.6072076923076923
Cornelius Brothers & Sister Rose,1,115.845,-11.364,0.598
Cornell Campbell,1,78.138,-9.94,0.55
Cornershop,2,117.878,-5.631,0.8520000000000001
