artist_name,num_songs,tempo,loudness,energy
3-11 Porter,1,104.02,-9.991,0.373
30 Seconds to Mars,16,135.7290625,-6.83125,0.7454875
311,30,126.20323333333334,-7.085966666666667,0.8162333333333333
32 Leaves,1,90.562,-5.96,0.818
36 Crazyfists,17,128.37094117647058,-5.158705882352941,0.9129999999999999
3OH!3,8,130.390125,-4.812875,0.73975
4 Non Blondes,5,122.04079999999999,-8.8278,0.7368
4 Strings,2,138.9815,-7.0285,0.8195
40 Below Summer,3,114.678,-6.5249999999999995,0.9123333333333333
4Lyn,1,104.881,-7.489,0.567
4hero,12,123.61174999999999,-10.164166666666667,0.5955
4minute,1,106.039,-2.226,0.832
5 Seconds of Summer,3,118.65066666666667,-3.8513333333333333,0.8210000000000001
50 Cent,16,103.473375,-4.428625,0.7286875
65daysofstatic,47,141.93091489361703,-8.655021276595745,0.7325531914893617
7 Year Bitch,2,133.7265,-7.8035,0.746
702,1,92.195,-7.423,0.726
7Ray,1,117.041,-4.18,0.925
808 State,7,118.31885714285714,-8.646285714285714,0.87
80KIDZ,1,121.977,-4.377,0.756
88 Fingers Louie,1,183.3,-2.695,0.987
8mm,1,161.994,-9.025,0.448
9 Lazy 9,9,121.24177777777777,-18.578222222222223,0.4123333333333334
999,1,132.838,-10.871,0.619
9mm Parabellum Bullet,11,142.6559090909091,-3.8489999999999998,0.9431818181818182
::M∆DE::IN::HEIGHTS::,1,129.929,-10.312,0.383
:Of the Wand & the Moon:,3,113.42633333333333,-10.826333333333332,0.5506666666666667
:Wumpscut:,12,128.77725,-7.0030833333333335,0.8061666666666666
A Boogie Wit da Hoodie,1,96.057,-5.075,0.587
A Boy Called Joni,1,131.996,-12.552,0.79
A Bullet For Pretty Boy,1,98.119,-4.659,0.859
A Change of Pace,5,141.7338,-3.3549999999999995,0.9016
A Day to Remember,29,130.3146896551724,-5.941551724137931,0.858103448275862
A Different Breed Of Killer,4,121.219,-5.48775,0.953
A Fine Frenzy,13,122.28646153846154,-5.588384615384616,0.6738461538461539
A Flock of Seagulls,5,145.471,-8.112,0.6832
A Forest Mighty Black,6,120.33516666666667,-7.899166666666666,0.8033333333333333
A Great Big World,1,139.747,-7.616,0.157
