artist_name,total_artist_plays,artist_song_count
Showbread,360,2
Showtek,466,1
Shpongle,15584,32
Shrinebuilder,8,1
Shuggie Otis,332,1
Shugo Tokumaru,43,1
Shura,170,1
Shwayze,8991,2
Shy Child,292,1
Shy FX,170,1
Sia,14738,18
Sibylle Baier,348,3
Sick Puppies,2476,3
Sick of It All,440,3
Sidestepper,2,1
Sido,1679,6
Siege,33,1
Sigala,19,1
Signum,11,1
Sigue Sigue Sputnik,2698,1
Sigur Rós,52740,33
Sikth,14382,7
Silbermond,132,3
Silentium,29,2
Silly Wizard,224,1
Silver Apples,659,5
Silverchair,11701,25
Silverstein,4138,13
Silversun Pickups,34600,13
Silvio Rodríguez,12592,2
Simian Mobile Disco,11993,6
Simon & Garfunkel,6672,14
Simple Minds,556,4
Simple Plan,2058,7
Simply Red,6163,6
Sin Bandera,5038,1
Sing It Loud,1724,4
Sinéad O'Connor,2877,4
Siobhán Donaghy,59,1
Siouxsie,110,6
Siouxsie and the Banshees,5139,17
Sirenia,2189,6
Siriusmo,96,1
Sistars,158,3
Sister Hazel,507,1
Sister Machine Gun,8,1
Six Feet Under,247,3
Six Organs of Admittance,58,3
Sixpence None the Richer,37,1
Sixtoo,159,4
Sixty Stories,34,1
Sixx:A.M.,5,1
Sizzla,336,2
Ska-P,14044,28
Skalariak,83,1
Skalpel,2931,8
Skank,47,2
Skankin' Pickle,84,1
Skanna,32,1
Skid Row,6195,6
Skillet,156,4
Skindred,4592,9
Skinless,139,4
Skinny Patrini,19,1
Skinny Puppy,3489,15
Skream,7527,4
Skrillex,255,1
Skunk Anansie,1205,3
Skyclad,129,2
Skye Sweetnam,1890,1
Slade,148,1
Slagsmålsklubben,993,10
Slash,3,1
Slash's Snakepit,679,3
Slave,1343,1
Slavic Soul Party!,5,1
Slayer,14218,47
Sleater-Kinney,5612,6
Sleep,2073,9
Sleeper,60,1
Sleeping with Sirens,6916,9
Sleepy Sun,1,1
Sleepytime Gorilla Museum,185,4
Sleigh Bells,21,1
Slick Rick,3654,1
Slightly Stoopid,15085,13
Slim Smith,34,1
Slim Thug,26205,1
Slint,373,3
Slipknot,2335,15
Slonovski Bal,52,1
Slow Club,341,1
Slowdive,1937,13
Slum Village,512,1
Slut,13,1
Sly & The Family Stone,6986,9
Small Black,560,1
Small Faces,320,2
Smash Mouth,18514,10
Smif-n-Wessun,582,2
Smile Empty Soul,1976,5
Smoke City,120,1
Smokey Robinson,1692,2
Smokey Robinson and The Miracles,52,1
Smokie,17,1
Smolik,330,8
Snail Mail,117,2
Sneaker Pimps,2921,10
Sniff 'n' the Tears,3094,1
Snoop Dogg,8750,4
Snoop Lion,47,2
Snot,602,4
Snow Patrol,66715,21
Snowden,1146,1
Soap&Skin,93,2
Socalled,102,1
Social Distortion,482,3
Soda Stereo,9829,3
Sodom,3328,10
Soen,31,1
Sofa Surfers,67,4
Soft Cell,2,1
Soft Machine,808,3
Sohodolls,47,1
Soil,481,7
Soilwork,10668,43
Sol Invictus,7,1
Sola Rosa,112,1
Solange,664,1
Solar Fields,333,7
Soldiers of Jah Army,11747,4
Soledad Brothers,78,2
Soley,45,1
Solomon Burke,366,1
Solomun,6,1
Some Girls,82,1
Someone Still Loves You Boris Yeltsin,1770,4
Something Corporate,18674,19
Something to Do,79,1
Son By Four,100,1
Son House,56,1
Son Volt,84,1
Sonata Arctica,3907,10
Sondre Lerche,1627,4
Songs: Ohia,154,2
Sonic Boom Six,121,1
Sonic Syndicate,9440,14
Sonic Youth,10713,50
Sonny Rollins,238,3
Sons and Daughters,6,2
Sophia George,34,1
Sophie,3,1
Sophie B. Hawkins,2447,2
Sophie Ellis-Bextor,1187,7
Sophie Zelmani,40,1
Sopor Aeternus & The Ensemble of Shadows,180,3
Souad Massi,1736,2
Soul Asylum,126,3
Soul Coughing,2783,7
Soul II Soul,1856,3
Soulfly,1400,14
Soulja Boy,30312,5
Soulsavers,207,2
Soulwax,4374,6
Soundgarden,34452,45
South Park,30,1
Space Raiders,878,1
Spacehog,92,1
Spandau Ballet,154,1
Spank Rock,906,1
Sparklehorse,1969,8
Sparks,10,1
Sparta,6701,19
Spice Girls,5818,9
Spin Doctors,127,2
Spineshank,346,4
Spinning Chain,46,1
Spinvis,47,1
Spiritualized,1440,12
Spitalfield,566,1
Spliff,16,1
Split Tongue Crow,3,1
Spock's Beard,2256,1
Sponge,897,2
Spongebob Squarepants,62,1
Spoon,17638,9
Spor,635,7
Sportfreunde Stiller,348,5
Spyder Turner,70,1
Squarepusher,4636,51
Squeeze,1798,2
Squirrel Nut Zippers,2423,1
St. Germain,37,2
St. Lucia,544,1
St. Vincent,8606,20
Stabbing Westward,818,9
Stacey Kent,490,3
Stafrænn Hákon,377,2
Staind,415,5
Stam1na,199,2
Stan Getz,2214,4
Stanley Myers,3,1
Star Fucking Hipsters,725,3
Starfucker,33,1
Starland Vocal Band,1878,1
Stars,16174,16
Starsailor,542,4
Stasis,87,1
State Radio,565,1
Static-X,704,11
Staubkind,83,1
Steamhammer,8,2
Steel Panther,4128,5
Steel Pulse,5224,5
Steely Dan,47699,21
Stefanie Heinzmann,804,2
Stellamara,24,2
Stephan Bodzin,3,1
Stephen Malkmus,146,3
Stephen Malkmus and the Jicks,50,1
Stephen Marley,565,2
Steppenwolf,2417,8
Stereo MC's,1147,3
Stereo Total,2702,3
Stereolab,2971,8
Stereophonics,1645,9
Steriogram,1591,1
Steve Aoki,36,1
Steve Bug,11,1
Steve Earle,264,3
Steve Hackett,721,3
Steve Harley & Cockney Rebel,37,1
Steve Miller Band,1525,2
Steve Perry,36,1
Steve Reich,667,4
Steve Roach,484,3
Steve Rushton,77,1
Steve Vai,341,5
Steve Winwood,33,1
Steven Wilson,25,1
Stevie Nicks,5,1
Stevie Ray Vaughan,14,1
Stevie Wonder,6140,22
Stick to Your Guns,154,1
Sticky Fingaz,23,1
Stiff Little Fingers,117,2
Still Corners,14,1
Still Going,37,1
Still Parade,4,1
Still Remains,16,1
Stille Volk,2,1
Stimming,247,2
Stina Nordenstam,274,5
Sting,5487,13
Stolen Babies,6,1
Stone Sour,1292,7
Stone Temple Pilots,10904,4
Stooshe,67,1
Story of the Year,8989,19
Straight No Chaser,3777,1
Strapping Young Lad,3357,16
Stratovarius,16184,9
Stratus,117,1
Strawberry Switchblade,4,1
Stray Cats,1141,1
Stream of Passion,442,3
Streetlight Manifesto,3613,2
Strike Anywhere,412,4
Stroke 9,767,1
Stromae,17,1
Stromkern,2,1
Strung Out,766,2
Studio,219,1
Stumbleine,12,1
Sturgill Simpson,102,1
Sturm und Drang,33,1
Styrofoam,30,1
Styx,7147,4
Stéphane Pompougnac,323,3
Sub Focus,8312,11
Sub Sub,1032,1
Subheim,12,1
Sublime,1291,5
Sublime with Rome,11,1
Submotion Orchestra,7,1
Suburban Kids with Biblical Names,2074,8
Subway to Sally,1777,6
Suede,3325,6
Suffocation,1075,7
Suffokate,2,1
Sufjan Stevens,14094,22
Sug,889,1
Sugababes,204,2
Sugar,83,1
Sugar Minott,4,1
Sugar Ray,1325,2
Sugarcult,9783,9
Sugarland,11837,3
Sugarplum Fairy,1,1
Suicidal Tendencies,2755,13
Suicide,2701,6
Suicide Commando,6755,12
Suicide Silence,2556,9
SuidAkrA,1,1
Sum 41,503,6
Summer Camp,34,1
Sun Kil Moon,8566,12
Sun Ra,56,2
Sunlounger,99,2
Sunn O))),58,1
Sunny Day Real Estate,2280,7
Sunrise Avenue,30,1
Sunset Rubdown,2738,13
Sunset Strippers,461,1
Super Furry Animals,732,4
Super Numeri,8,1
Super8 & Tab,145,1
Superette,435,1
Supergrass,2418,7
Superpitcher,35,1
Supershine,244,5
Supertramp,7848,6
Supervielle,380,1
Supreme Beings of Leisure,1584,8
Suprême NTM,132,1
Surfer Blood,7176,6
Surkin,1295,2
Survivor,211,2
Susan Boyle,1,1
Susan Cadogan,4,1
Susana Baca,2405,1
Susheela Raman,1415,2
Susumu Yokota,265,5
Suzanne Ciani,282,1
Suzanne Vega,8886,3
Swallow the Sun,362,18
Swan Island,234,1
Swan Lake,866,1
Swans,1048,20
Sweet,1592,1
Sweet Talk Radio,35,1
Sweet Trip,72,1
Sweetbox,56,1
Swell,2317,1
Swell Maps,91,1
Swimming The Nile,1,1
Swimming with Dolphins,1917,1
Swingin' Utters,2,1
Swirlies,32,3
Switchblade Symphony,1901,8
Switches,16,1
Sybreed,656,4
Syd Barrett,6042,10
Syd Matters,156,1
Sykotik Sinfoney,38,1
Sylvain Chauveau,273,6
Sylvan Esso,1674,2
Sylver,580,2
Symarip,56,1
Symphony X,16103,26
Syncopix,21,2
Synkro,104,1
Syreeta,11,1
System 7,10,1
System of a Down,47847,26
Sébastien Tellier,3617,10
Sérgio Mendes & Brasil '66,584,1
T-Bone Walker,2937,1
T-Pain,357,2
T. Rex,5703,4
T.I.,77,2
T.Love,1113,13
T.M.Revolution,11,1
T.O.K.,345,1
TC,284,1
TM Juke,167,4
TR/ST,5,1
TRUSTcompany,412,2
TTC,255,1
TV on the Radio,17767,13
Tactical Sekt,158,3
Tahiti 80,713,3
Taj Mahal,243,2
Take That,96,3
Taken by Trees,1916,6
Taking Back Sunday,1227,3
Tal Bachman,620,1
Talamasca,161,3
Talk Talk,1458,8
Talkdemonic,120,1
Talking Heads,2915,10
Talvin Singh,669,9
Tamaryn,355,3
Tame Impala,3788,5
Tamia,8,1
Tangerine Dream,336,2
Tankard,58,1
Tanlines,56,1
Tanya Tucker,786,1
Tanzwut,312,8
Tap Tap,33,1
Tape,87,1
Tape Five,155,1
Tapes 'n Tapes,97,2
Taproot,109,4
Tarja,30,2
Tarot,122,3
Tarrus Riley,727,1
Tastexperience,172,1
Tayla,34,1
Taylor Swift,66118,19
Team Sleep,829,3
Tears for Fears,7823,9
Technoir,19,1
Ted Gärdestad,167,1
Teddy Geiger,141,2
Teddybears,457,1
Teebs,149,1
Teena Marie,31,2
Teenage Bad Girl,870,4
Teenage Bottlerocket,61,1
Teenage Fanclub,1087,11
Tegan and Sara,4481,12
Telefon Tel Aviv,13975,7
Telemetrik,871,1
Television,126,2
Temple of the Dog,3613,5
Ten After Two,211,1
Ten Years After,303,2
Tenacious D,14503,17
Tennis,394,1
Tenor Saw,494,1
Tensnake,1108,1
Tepr,211,1
Tequila,169,1
Terence Trent D'Arby,316,3
Terminal Choice,291,1
Terranova,243,2
Terri Clark,1554,3
Terror,191,2
Terrorizer,547,12
Terry Callier,136,1
Terry Jacks,12,1
Terry Riley,232,3
Teräsbetoni,328,7
Tesla Boy,79,1
Test Icicles,11,3
Testament,4910,16
Texas,2399,3
Texas in July,1865,4
Textures,618,3
That Poppy,1,1
The (International) Noise Conspiracy,933,3
The 1975,51,3
The 2 Bears,231,2
The 5.6.7.8's,557,2
The 69 Eyes,506,4
The Abyssinians,429,1
The Acacia Strain,5557,21
The Academy Is...,5369,8
The Acorn,1527,2
The Afters,8,1
The Aggrolites,565,3
The Agonist,97,2
The Agony Scene,119,2
The Airborne Toxic Event,15042,3
The Alan Parsons Project,6194,13
The Album Leaf,14497,19
The All-American Rejects,32394,14
The Allman Brothers Band,3578,6
The Almost,6878,6
The American Analog Set,2751,4
The Amity Affliction,12,1
The Animals,7136,8
The Antlers,4153,4
The Apples in Stereo,575,5
The Appleseed Cast,650,6
The Aquabats,2809,14
The Ark,5010,5
The Association,16,1
The Asteroids Galaxy Tour,7227,5
The Ataris,2609,14
The Audition,400,1
The Automatic,397,1
The Avalanches,352,2
The Avett Brothers,76643,15
The B Foundation,7,1
The B-52's,20721,4
The Babies,14,1
The Bad Plus,67,1
The Ballistic Brothers,467,1
The Band,2039,6
The Bangles,3254,5
The Bar-Kays,15,1
The Barden Bellas,78443,1
The Barnkickers,14,1
The Be Good Tanyas,967,2
The Beach Boys,1464,12
The Beat,63,1
The Beatles,5392,22
The Beautiful Girls,141,3
The Beautiful South,2507,3
The Beauty of Gemina,15,1
The Bees,397,1
The Beloved,1880,2
The Berzerker,2208,17
The Besnard Lakes,844,7
The Beta Band,1966,8
The Big Pink,1867,6
The Bird and the Bee,36599,9
The Birthday Massacre,182,2
The Birthday Party,356,4
The Black Angels,263,5
The Black Crowes,4924,9
The Black Dahlia Murder,10379,26
The Black Ghosts,645,3
The Black Keys,336178,53
The Blackwood Brothers,112,1
The Blood Brothers,2329,12
The Bloody Beetroots,14748,10
The Blue Nile,213,1
The Blues Brothers,1152,1
The Bluetones,1389,2
The Books,979,2
The Boomtown Rats,1275,2
The Bouncing Souls,2883,4
The Box Tops,194,1
The Boy Least Likely To,1138,2
The Brand New Heavies,230,1
The Bravery,8878,10
The Breeders,9824,17
The Brian Jonestown Massacre,2334,15
The Budos Band,3010,4
The Bug,658,2
The Byrds,1280,8
The Cab,87,1
The Calling,1626,5
The Capitols,20,1
The Cardigans,18211,25
The Cars,3552,8
The Cast of Frozen,5,1
The Castaways,1553,1
The Casualties,523,1
The Cat Empire,15949,10
The Chainsmokers,1,1
The Chameleons,531,6
The Chariot,968,10
The Charlatans,1170,2
The Chemical Brothers,3370,13
The Chi-Lites,239,1
The Chills,4728,2
The Church,879,1
The Cinematic Orchestra,17871,16
The Civil Wars,262,3
The Clash,20163,29
The Classic Crime,336,2
The Click Five,698,1
The Clientele,59,2
The Clifford Gilberto Rhythm Combination,39,1
The Concretes,1656,9
The Congos,103,1
The Cool Kids,9836,7
The Cooper Temple Clause,137,3
The Coral,251,4
The Correspondents,61,1
The Corrs,579,2
The Count Five,1110,1
The Courteeners,1468,5
The Cranberries,17334,20
The Creatures,99,2
The Cribs,1128,8
The Crimson Armada,36,1
The Crystal Method,13969,14
The Crystals,3060,1
The Crüxshadows,823,6
The Cult,3600,2
The Cure,23205,47
The Damned,5,1
The Dance Inc.,5,1
The Dandy Warhols,4245,10
The Darkness,459,2
The Dead 60s,37,1
The Dead Milkmen,85,1
The Dead Weather,1753,5
The Dear Hunter,2572,8
The Dears,815,3
The Decemberists,76324,28
The Delfonics,429,1
The Depreciation Guild,67,1
The Derek Trucks Band,439,3
The Detroit Cobras,1049,1
The Devil Makes Three,1916,1
The Devil Wears Prada,16834,21
The Devin Townsend Band,941,2
The Dickies,1075,1
The Dillinger Escape Plan,9841,35
The Disco Boys,3,1
The Dismemberment Plan,2818,2
The Distillers,5274,14
The Divine Comedy,2629,4
The Dixie Cups,200,1
The Dodos,7206,7
The Doobie Brothers,1479,3
The Doors,1315,15
The Dramatics,32,1
The Dresden Dolls,12442,9
The Drums,2425,5
The Duke Spirit,437,3
The Durutti Column,32,3
The Dø,176,1
The Eames Era,1000,1
The Early November,910,1
The Edwin Hawkins Singers,30,1
The Electric Prunes,249,3
The Enemy,140,2
The Ethiopians,349,4
The Everly Brothers,1761,3
The Evpatoria Report,420,8
The Exciters,224,1
The Exies,363,4
The Expendables,178,2
The Exploited,7,1
The Fabulous Thunderbirds,478,1
The Faceless,20,2
The Faint,2011,8
The Falcon,141,1
The Fall,178,1
The Fall of Every Season,1,1
The Fall of Troy,288,1
The Farm,1136,1
The Feelies,644,7
The Feeling,70,1
The Felice Brothers,1903,3
The Field,16,1
The Field Mice,381,3
The Fiery Furnaces,231,5
The Five Stairsteps,279,1
The Flaming Lips,1726,7
The Flashbulb,335,3
The Flatliners,816,8
The Flirtations,9,1
The Flying Burrito Brothers,128,2
The Flys,17,1
The Forces of Evil,120,2
The Foreign Exchange,46,1
The Format,11510,10
The Four Tops,70,1
The Fratellis,15775,9
The Fray,738,5
The Fugs,138,1
The Funky Lowlives,105,1
The Future Sound of London,4227,20
The Futureheads,9108,14
The Gaslight Anthem,16979,12
The Gathering,5510,17
The Georgia Satellites,2,1
The Get Up Kids,6413,19
The Ghost Inside,133,2
The Glove,27,1
The Go! Team,2691,4
The Go-Betweens,11,1
The Go-Go's,52,2
The Golden Filter,213,3
The Good Life,127,1
"The Good, the Bad & the Queen",4693,9
The Gories,831,1
The Gourds,17,1
The Grass Roots,6039,2
The Greenhornes,74,2
The Gun Club,186,3
The Gutter Twins,371,3
The Handsome Family,73,3
The Happy Goodmans,25,1
The Haunted,2144,21
The Haxan Cloak,12,1
The Head and the Heart,140,2
The Heavy,9030,8
The Helio Sequence,802,1
The Hellacopters,560,8
The Heptones,627,1
The Herbaliser,1889,10
The Highwaymen,3017,2
The Hitmen,838,1
The Hives,23931,29
The Hold Steady,4798,8
The Hollies,10,1
The Holloways,1,1
The Honeycombs,3,1
The Honorary Title,620,1
The Hoosiers,671,2
The Horrors,3286,15
The House of Love,24,1
The Human Abstract,1022,5
The Human League,479,1
The Hundred in the Hands,47,1
The Hush Sound,852,1
The Ides Of March,56,1
The Ink Spots,25,1
The Internet,17,1
The Isley Brothers,33,2
The J. Geils Band,78,1
The Jackson 5,9,2
The Jacksons,1094,2
The Jam,258,5
The Jayhawks,245,1
The Jesus Lizard,104,4
The Jesus and Mary Chain,6097,17
The Jezabels,40,1
The John Butler Trio,818,1
The Jon Spencer Blues Explosion,5,1
The Joy Formidable,4364,4
The Juan Maclean,252,3
The Juliana Theory,205,2
The Kilimanjaro Darkjazz Ensemble,679,13
The Killers,92103,24
The Kills,34761,17
The Kingston Trio,2,1
The Kinks,14180,19
The Knack,9,1
The Knife,23774,18
The Kooks,34294,15
The Kovenant,8,1
The La's,62,2
The Last Goodnight,23,1
The Last Shadow Puppets,6516,11
The Lawrence Arms,82,1
The Lemon Pipers,574,1
The Libertines,14098,16
The Litter,128,1
The Little Willies,518,2
The Living End,409,1
The Locos,215,2
The Locust,411,23
The Lonely Island,34600,7
The Long Blondes,873,4
The Lost Trailers,28,1
The Lounge Lizards,42,2
The Love Language,323,1
The Lovin' Spoonful,379,2
The Lumineers,224,4
The MFA,111,1
The Maccabees,4161,12
The Mae Shi,204,2
The Magic Numbers,5721,10
The Magnetic Fields,890,9
The Maine,14393,8
The Mamas & the Papas,33937,5
The Manhattans,7,1
The March Violets,55,1
The Mars Volta,44552,34
The Marshall Tucker Band,447,1
The Matches,576,2
The Matthew Herbert Big Band,6,1
The Mavericks,6,2
The Meeting Places,51,1
The Melodians,120,2
The Meters,5804,4
The Metros,28,1
The Microphones,62,3
The Mighty Diamonds,8,1
The Mighty Mighty Bosstones,4770,8
The Mills Brothers,36,1
The Miracles,5,1
The Mission,157,1
The Modern Lovers,1500,4
The Moldy Peaches,4523,6
The Monkees,2275,2
The Moody Blues,4485,7
The Moon and the Nightspirit,28,1
The Morning Benders,3,1
The Most Serene Republic,2481,7
The Mount Fuji Doomjazz Corporation,133,8
The Mountain Goats,8154,7
The Move,669,1
The Music,45,1
The Naked and Famous,183,1
The National,8178,9
The Neighbourhood,289,2
The New Pornographers,117063,50
The Normal,221,2
The Notorious B.I.G.,4056,3
The Notwist,3811,15
The Number Twelve Looks Like You,1233,18
The O'Jays,1031,2
The Ocean,606,13
The Octopus Project,45848,12
The Offspring,18264,40
The Old Dead Tree,5,1
The Olivia Tremor Control,3,1
The Ordinary Boys,212,5
The Organ,448,2
The Outfield,95,1
The Pains of Being Pure at Heart,2208,4
The Paper Kites,3,1
The Paris Sisters,636,1
The Perishers,131,1
The Perms,10,1
The Peter Malick Group,271,3
The Peter Nice Trio,7,1
The Pfeifers,52,1
The Pharcyde,1541,4
The Pietasters,241,1
The Pigeon Detectives,1023,9
The Pine Box Boys,32,1
The Pineapple Thief,23,1
The Pipettes,756,3
The Planet Smashers,472,4
The Plot in You,5,1
The Pogues,2049,5
The Pointer Sisters,11,1
The Police,38594,21
The Polyphonic Spree,1266,2
The Pop Group,461,7
The Postal Service,136836,6
The Presets,11131,14
The Presidents of the United States of America,4235,9
The Pretenders,95,2
The Pretty Reckless,397,2
The Prize Fighter Inferno,31,1
The Proclaimers,62,2
The Prodigy,68609,25
The Promise Ring,105,1
The Psychedelic Furs,667,6
The Pussycat Dolls,45424,12
The Qemists,89,4
The Quantic Soul Orchestra,476,1
The Raconteurs,15889,8
The Radio Dept.,13916,26
The Rakes,3977,13
The Rapture,8246,9
The Rascals,129,1
The Rasmus,7,1
The Rattles,393,1
The Raveonettes,3918,22
The Real McKenzies,298,1
The Receiving End of Sirens,340,4
The Red Army Choir,198,2
The Red Chord,687,25
The Red Jumpsuit Apparatus,17228,5
The Reindeer Section,81,1
The Replacements,1323,7
The Residents,2739,16
The Rifles,1262,2
The Rocket Summer,6258,10
The Rolling Stones,13595,57
The Ronettes,564,2
The Roots,2890,8
The Ruby Suns,373,2
The Runaways,801,1
The Rural Alberta Advantage,12347,7
The Samuel Jackson Five,15,1
The Saturdays,354,1
The Scientists,2,1
The Script,893,4
The Seahorses,7,1
The Searchers,915,3
The Secret Handshake,1000,1
The Seeds,40,1
The Selecter,8,1
The Servant,60,1
The Shamen,3,2
The Shins,51138,9
The Shirelles,84,2
The Shoes,1021,2
The Sight Below,57,2
The Silhouettes,6,1
The Sins of Thy Beloved,8,1
The Sisters of Mercy,1112,6
The Skatalites,786,4
The Skids,5,1
The Slackers,254,2
The Slits,971,1
The Smashing Pumpkins,7648,9
The Smiths,106393,38
The Soft Moon,36,1
The Soggy Bottom Boys,161,1
The Sonics,1627,2
The Souljazz Orchestra,258,1
The Sound,20,1
The Sound of Animals Fighting,210,5
The Sounds,50,3
The Soundtrack of Our Lives,242,2
The Specials,2981,8
The Spencer Davis Group,213,1
The Spinners,1062,3
The Staple Singers,555,1
The Starting Line,6148,18
The Stills,388,4
The Stone Roses,5970,11
The Stooges,5452,5
The Story So Far,203,1
The Stranglers,281,3
The Streets,8392,9
The Strokes,26123,15
The Strumbellas,3,1
The Subs,728,1
The Subways,6176,8
The Sugarcubes,3,1
The Suicide Machines,620,8
The Summer Set,9,1
The Sundays,1511,4
The Supremes,16,1
The Swell Season,7,1
The Sword,8789,19
The Tallest Man on Earth,22846,11
The Tea Party,1008,2
The Tear Garden,244,2
The Teenagers,732,3
The Telescopes,6,1
The Temper Trap,52664,5
The Thermals,4256,7
The Three Degrees,106,1
The Thrills,664,5
The Tiger Lillies,107,1
The Ting Tings,121,2
The Toasters,225,2
The Tokens,15,1
The Tony Danza Tapdance Extravaganza,95,3
The Tough Alliance,698,4
The Toxic Avenger,92,1
The Tragically Hip,2789,2
The Tremeloes,497,1
The Troggs,9,1
The Tubes,33,1
The Turtles,3693,3
The Twilight Sad,206,3
The Undertones,10170,2
The Underwolves,202,1
The Undisputed Truth,8,1
The Unicorns,5368,9
The Union Underground,21,1
The Upsetters,54,1
The Urge,274,1
The Used,648,6
The Vaccines,4431,3
The Vamps,15,1
The Vandals,822,2
The Vaselines,1191,4
The Vaughan Brothers,718,3
The Veils,532,1
The Velvet Underground,12690,19
The Ventures,93,1
The Verbrilli Sound,197,1
The Veronicas,4847,8
The Verve,82741,18
The Verve Pipe,9,1
The View,37,1
The Vines,231,2
The Vogues,1654,1
The Von Bondies,41,1
The Vontastics,2158,1
The Waitresses,104,1
The Walkmen,2151,7
The Wallflowers,23956,5
The Wannadies,9316,1
The Wanted,148,1
The War on Drugs,721,4
The Warlocks,158,4
The Waterboys,200,2
The Weakerthans,3926,9
The Weeknd,74,4
The Weepies,19430,4
The West Coast Pop Art Experimental Band,37,2
The Whip,303,3
The Whispers,23,1
The White Stripes,43601,29
The Whitest Boy Alive,15273,9
The Who,5273,15
The Wombats,996,2
The Wonder Years,1562,4
The Word Alive,1158,7
The Wreckers,168,1
The Wrens,1,1
The Wretch,3,1
The Yardbirds,7887,8
The Young Rascals,162,1
The Zombies,3334,5
The Zutons,1423,6
The eyes of a traitor,14,1
The xx,23176,15
The-Dream,30,1
Theatre of Tragedy,1145,15
Theatres Des Vampires,66,3
Thee Oh Sees,1539,6
Thelonious Monk,2794,4
Them,87,1
Them Crooked Vultures,3275,8
Theo Parrish,77,1
Theodor Bastard,85,3
Theory of a Deadman,6268,4
There for Tomorrow,692,2
Therion,3718,21
These Are Powers,1,1
These Arms Are Snakes,231,4
These New Puritans,970,8
They Might Be Giants,745,3
Thievery Corporation,62988,39
Thieves Like Us,2352,4
Thin Lizzy,235,3
Third Eye Blind,54219,4
Third World,270,1
Thirteen Senses,632,3
This Mortal Coil,2829,12
This Providence,1326,5
This Romantic Tragedy,566,4
This Will Destroy You,2050,6
Thom Yorke,2651,8
Thomas Bronzwaer,20,1
Thomas Dolby,55,2
Thomas Dutronc,512,2
Thomas Dybdahl,131,2
Thomas Fehlmann,120,1
Thomas Jack,32,1
Thomas Newman,7516,4
Those Dancing Days,1943,5
Thousand Foot Krutch,12040,12
Threat Signal,657,4
Three 6 Mafia,1713,2
Three Days Grace,3944,15
Three Dog Night,354,1
Three Drives,457,1
Thrice,51963,49
Throbbing Gristle,120,1
Through the Eyes of the Dead,707,10
Thunderball,341,5
Thundercat,43,3
Thursday,2923,23
Thurston Moore,1527,9
Thy Art Is Murder,6,1
Thyrfing,889,26
Tiamat,3504,19
Tides From Nebula,12,3
Tides of Man,191,1
Tiesto feat Julie Thompson,37,1
Tiga,818,7
Tiger Army,723,3
Tiger Lou,4812,7
Tilly and the Wall,1929,5
Tim Armstrong,1950,5
Tim Bendzko,12,1
Tim Berg,3,1
Tim Buckley,1171,7
Tim Hecker,427,9
Tim McGraw,379,2
Timbaland,36203,3
Timbuktu,731,2
Times New Viking,336,3
Times of Grace,45,1
Timo Maas,905,5
Timo Räisänen,101,1
Tina Cousins,3,1
Tina Turner,286,4
Tinariwen,3509,18
Tinashe,79,1
Tindersticks,24,1
Tinie Tempah,1569,1
Tipper,552,2
Title Fight,117,1
Tito Puente,4,1
Titus Andronicus,2831,4
Titãs,34,1
Tiê,2,1
Tiësto,7389,11
Tiësto feat. C.C. Sheffield,32,1
To/Die/For,251,3
Toad The Wet Sprocket,2,1
Toadies,274,2
Toasty,549,1
Toby Keith,54404,9
Tocotronic,304,3
Today Is The Day,1701,4
Todd Rundgren,15,1
Todos Tus Muertos,1333,2
Tokio Hotel,10819,5
Tokyo Police Club,11728,11
Tom Jones,106,4
Tom McRae,263,1
Tom Odell,307,3
Tom Petty,13758,8
Tom Petty and The Heartbreakers,10204,8
Tom Tom Club,1155,2
Tom Vek,252,1
Tom Waits,19334,50
Tom Zé,19,1
Tomahawk,261,3
Tomas Andersson,13,1
Tomaso Giovanni Albinoni,2,1
Tomba,175,1
Tommy James & The Shondells,94,1
Tomorrows Bad Seeds,384,2
Tomte,1181,7
Tone-Lōc,1376,1
Tones And I,131,1
Tones on Tail,222,2
Toni Braxton,6154,5
Tonic,7077,3
Tonino Carotone,851,1
Tony Allen,605,2
Tony Bennett,408,6
Tony Orlando & Dawn,1084,1
Tony Yayo,1641,1
Tool,339,10
Toots and The Maytals,1246,5
Topaz Rags,11,1
Tor,10,1
Tori Amos,9932,12
Toro y Moi,25766,13
Tortoise,211,5
Torture Killer,407,5
Tosca,3327,4
Total Science,43,1
Totalselfhatred,10,1
Toto,1435,5
Touch and Go,773,1
Touché Amoré,2010,7
Toumani Diabaté,129,3
Toumani Diabaté's Symmetric Orchestra,266,1
Tourist,1,1
Tove Lo,19,1
Tower of Power,25,1
Townes Van Zandt,3786,3
Toxic Holocaust,342,5
Tracey Thorn,329,2
Tracy Chapman,1104,4
Tracy Lawrence,2,1
Traffic,98,1
Train,4602,6
Transatlantic,26,1
Trapt,4251,9
Trash Talk,21,1
Travis,12792,20
Travis Tritt,4338,4
Treasure Fingers,296,1
Trent Reznor and Atticus Ross,1377,3
Trentemøller,6332,11
Trespassers William,617,1
Trevor Rabin,1251,1
Trey Songz,133,2
Tribal Seeds,60,2
Tribulation,3,1
Tricky,7296,24
Tripswitch,229,2
Trisha Yearwood,5399,1
Tristan Prettyman,5533,6
Tristania,7,1
Triumvirat,49,2
Trivium,10169,24
Tropic of Cancer,39,1
Trouble,154,1
Tryo,352,2
Trüby Trio,50,2
Tsjuder,79,1
Tsunami Bomb,220,1
Tubelord,61,1
